index,Paper,Structure name ,Smiles,Standard Relation,Standard Value,Standard Units,Unnamed: 6,InChi,MW,standardized_Standard Units,neg_log_M_Standard_Valuemean,binary_activities,SMILES
0,PMID30286669, [2-(34-dihydroxyphenyl)-2-oxoethyl] (E)-3-(3-hydroxy-4-methoxyphenyl)prop-2-enoate,COc1ccc(C=CC(=O)OCC(=O)c2ccc(O)c(O)c2)cc1O,'=',16.7,µM,,DAFPSPBZCRCOAU-UHFFFAOYSA-N,344.089603,um,4.777284,0,COc1ccc(C=CC(=O)OCC(=O)c2ccc(O)c(O)c2)cc1O
2,PMID29932100,(2S)-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(2S3R4S5S6R)-345-trihydroxy-6-[[(2R3R4R5R6S)-345-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-23-dihydrochromen-4-one,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,'=',22.8,µM,,QUQPHWDTPGMPEX-UHFFFAOYSA-N,610.18977,um,4.642065,0,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O
3,PMID29405075,(E)-3–(3-methoxy-4-((2-methylbenzyl)oxy)phenyl)-N-(2-((1234-tetrahydroacridin-9-yl)amino)ethyl)acrylamide (10e),COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccccc1C,'=',64.5,nM,,HHOKQBSFFNNWJV-FBMGVBCBSA-N,521.267842,nm,7.19044,1,COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccccc1C
4,PMID29405075,(E)-3–(3-methoxy-4-((3-methoxybenzyl)oxy)phenyl)-N-(2-((1234-tetrahydroacridin-9-yl)amino)ethyl)acrylamide (10l),COc1cccc(COc2ccc(/C=C/C(=O)NCCNc3c4c(nc5ccccc35)CCCC4)cc2OC)c1,'=',143,nM,,ACPQCXBAHJSMIZ-BMRADRMJSA-N,537.262757,nm,6.844664,1,COc1cccc(COc2ccc(/C=C/C(=O)NCCNc3c4c(nc5ccccc35)CCCC4)cc2OC)c1
5,PMID29405075,(E)-3–(3-methoxy-4-((3-methylbenzyl)oxy)phenyl)-N-(2-((1234-tetrahydroacridin-9-yl)amino)ethyl)acrylamide (10f),COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1cccc(C)c1,'=',63.2,nM,,JJDRNGZPMXPDLC-BMRADRMJSA-N,521.267842,nm,7.199283,1,COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1cccc(C)c1
6,PMID29405075,(E)-3–(3-methoxy-4-((4-(trifluoromethyl)benzyl)oxy)phenyl)-N-(2-((1234-tetrahydroacridin-9-yl)amino)ethyl)acrylamide (10k),COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(C(F)(F)F)cc1,'=',128.6,nM,,BTNVFKXZZKYPII-GHRIWEEISA-N,575.239577,nm,6.890759,1,COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(C(F)(F)F)cc1
7,PMID29405075,(E)-3–(3-methoxy-4-((4-methoxybenzyl)oxy)phenyl)-N-(2-((1234-tetrahydroacridin-9-yl)amino)ethyl)acrylamide (10m),COc1ccc(COc2ccc(/C=C/C(=O)NCCNc3c4c(nc5ccccc35)CCCC4)cc2OC)cc1,'=',75.5,nM,,BVTSBXYFFLHUET-NBVRZTHBSA-N,537.262757,nm,7.122053,1,COc1ccc(COc2ccc(/C=C/C(=O)NCCNc3c4c(nc5ccccc35)CCCC4)cc2OC)cc1
8,PMID29405075,(E)-3–(3-methoxy-4-((4-methylbenzyl)oxy)phenyl)-N-(2-((1234-tetrahydroacridin-9-yl)amino)ethyl)acrylamide (10h),COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(C)cc1,'=',139.9,nM,,BDLLPNJESCXMHC-FBMGVBCBSA-N,521.267842,nm,6.854182,1,COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(C)cc1
9,PMID29405075,(E)-3–(4-((34-dimethylbenzyl)oxy)-3-methoxyphenyl)-N-(2-((1234-tetrahydroacridin-9-yl)amino)ethyl)acrylamide (10g),COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(C)c(C)c1,'=',37,nM,,METDMNIIYDCSMU-BMRADRMJSA-N,535.283492,nm,7.431798,1,COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(C)c(C)c1
10,PMID29405075,(E)-3–(4-((4-(tert-butyl)benzyl)oxy)-3-methoxyphenyl)-N-(2-((1234-tetrahydroacridin-9-yl)amino)ethyl)acrylamide (10i),COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(C(C)(C)C)cc1,'=',284.1,nM,,ZTTFWJCETVMYPX-CAPFRKAQSA-N,563.314792,nm,6.546529,1,COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(C(C)(C)C)cc1
11,PMID29405075,(E)-3–(4-((4-bromobenzyl)oxy)-3-methoxyphenyl)-N-(2-((1234-tetrahydroacridin- 9-yl)amino)ethyl)acrylamide (10d),COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(Br)cc1,'=',49.5,nM,,QFUBFQNUYUKBFV-GHRIWEEISA-N,585.162704,nm,7.305395,1,COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(Br)cc1
12,PMID29405075,(E)-3–(4-((4-chlorobenzyl)oxy)-3-methoxyphenyl)-N-(2-((1234-tetrahydroacridin- 9-yl)amino)ethyl)acrylamide (10c),COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(Cl)cc1,'=',100.8,nM,,MLTULZWVAJLSFA-GHRIWEEISA-N,541.21322,nm,6.996539,1,COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(Cl)cc1
13,PMID29405075,(E)-3–(4-((4-cyanobenzyl)oxy)-3-methoxyphenyl)-N-(2-((1234-tetrahydroacridin-9-yl)amino)ethyl)acrylamide (10j),COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(C#N)cc1,'=',107.1,nM,,GHIQLELAMFPQAV-BMRADRMJSA-N,532.247441,nm,6.970211,1,COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(C#N)cc1
14,PMID29405075,(E)-3–(4-((4-fluorobenzyl)oxy)-3-methoxyphenyl)-N-(2-((1234-tetrahydroacridin-9-yl)amino)ethyl)acrylamide (10b),COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(F)cc1,'=',114.8,nM,,VPNHVCQSPOIRGZ-GHRIWEEISA-N,525.24277,nm,6.940058,1,COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccc(F)cc1
17,PMID30427217,(E)-4-{[3-[4–(3-(25-dimethoxyphenyl) acryloyl) piperazine-1- carbonyl]-4-fluorophenyl] methyl} -2H-phthalazin-1-one,COc1ccc(OC)c(/C=C/C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)c1,'=',76.86,µM,,IZKNUKNEJOPVIG-XYOKQWHBSA-N,556.212198,um,4.1143,0,COc1ccc(OC)c(/C=C/C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)c1
18,PMID30427217,(E)-4-{[3-[4-(3-(2-methoxyphenyl) acryloyl) piperazine-1- carbonyl]-4-fluorophenyl] methyl}-2H-phthalazin-1-one,COc1ccccc1/C=C/C(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,'=',56.94,µM,,PQSCNTOIEKWYBI-ACCUITESSA-N,526.201634,um,4.244583,0,COc1ccccc1/C=C/C(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1
19,PMID30427217,(E)-4-{[3-[4–(3-(345-trimethoxyphenyl) acryloyl) piperazine-1- carbonyl]-4-fluorophenyl] methyl} -2H -phthalazin-1-one,COc1cc(/C=C/C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc(OC)c1OC,'=',99.09,µM,,NAZIMLLDESYPHL-PKNBQFBNSA-N,586.222763,um,4.00397,0,COc1cc(/C=C/C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc(OC)c1OC
20,PMID30427217,(E)-4-{[3-[4–(3-(34-dimethoxyphenyl)acryloyl) piperazine-1- carbonyl]-4-fluorophenyl]methyl}-2H-phthalazin-1-one,COc1ccc(/C=C/C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc1OC,'=',45.19,µM,,HHWBVLXKRLRUPW-FMIVXFBMSA-N,556.212198,um,4.344958,0,COc1ccc(/C=C/C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc1OC
21,PMID30427217,(E)-4-{[3-[4–(3-(3-fluorophenyl) acryloyl) piperazine-1-carbonyl]- 4-fluorophenyl] methyl} -2H -phthalazin-1-one,O=C(/C=C/c1cccc(F)c1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,'=',110.35,µM,,KKJPTQIFPWDHGE-PKNBQFBNSA-N,514.181647,um,3.957228,0,O=C(/C=C/c1cccc(F)c1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1
22,PMID30427217,(E)-4-{[3-[4–(3-(3-nitrophenyl) acryloyl) piperazine-1-carbonyl]-4- fluorophenyl] methyl} -2H -phthalazin-1-one,O=C(/C=C/c1cccc([N+](=O)[O-])c1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,'=',24.55,µM,,CMKHQKYAIADDSU-PKNBQFBNSA-N,541.176147,um,4.609949,0,O=C(/C=C/c1cccc([N+](=O)[O-])c1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1
23,PMID30427217,(E)-4-{[3-[4–(3-(4-bromophenyl) acryloyl) piperazine-1-carbonyl]- 4-fluorophenyl] methyl} -2H -phthalazin-1-one,O=C(/C=C/c1ccc(Br)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,'=',80.69,µM,,RNERIZZGZXCIFF-XYOKQWHBSA-N,574.101581,um,4.09318,0,O=C(/C=C/c1ccc(Br)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1
24,PMID30427217,(E)-4-{[3-[4–(3-(4-chlorophenyl) acryloyl) piperazine-1-carbonyl]- 4-fluorophenyl] methyl} -2H -phthalazin-1-one,O=C(/C=C/c1ccc(Cl)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,'=',86.54,µM,,NGVXWUCRNQMVQL-XYOKQWHBSA-N,530.152097,um,4.062783,0,O=C(/C=C/c1ccc(Cl)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1
25,PMID30427217,(E)-4-{[3-[4–(3-(4-fluorophenyl) acryloyl) piperazine-1-carbonyl]- 4-fluorophenyl] methyl} -2H -phthalazin-1-one,O=C(/C=C/c1ccc(F)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,'=',173.01,µM,,RHPAAEULNXPYLL-XYOKQWHBSA-N,514.181647,um,3.761929,0,O=C(/C=C/c1ccc(F)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1
26,PMID30427217,(E)-4-{[3-[4–(3-(4-methoxyphenyl) acryloyl) piperazine-1- carbonyl]-4-fluorophenyl] methyl} -2H-phthalazin-1-one,COc1ccc(/C=C/C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc1,'=',55.82,µM,,LMURYQCNLPUUKF-UKTHLTGXSA-N,526.201634,um,4.25321,0,COc1ccc(/C=C/C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc1
27,PMID30427217,(E)-4-{[3-[4-(3-(4-methylphenyl) acryloyl) piperazine-1-carbonyl]- 4-fluorophenyl] methyl} -2H-phthalazin-1-one,Cc1ccc(/C=C/C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc1,'=',71.99,µM,,JNQYCPRRLOZGBL-ACCUITESSA-N,510.206719,um,4.142728,0,Cc1ccc(/C=C/C(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc1
28,PMID30427217,(E)-4-{[3-[4–(3-(4-nitrophenyl) acryloyl) piperazine-1-carbonyl]-4- fluorophenyl] methyl} -2H -phthalazin-1-one,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,'=',12.24,µM,,ADDGCGBDNWSEDY-XYOKQWHBSA-N,541.176147,um,4.912219,0,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1
29,PMID30427217,(E)-4-{[3-[4–(3-(4-trifluoromethylphenyl) acryloyl) piperazine-1- carbonyl]-4-fluorophenyl] methyl} -2H -phthalazin-1-one,O=C(/C=C/c1ccc(C(F)(F)F)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,'=',136.43,µM,,CYAXNRRHFHBAPY-XYOKQWHBSA-N,564.178454,um,3.86509,0,O=C(/C=C/c1ccc(C(F)(F)F)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1
30,PMID30427217,(E)-4-{[3-[4-(3-(furan-2-yl) acryloyl) piperazine-1-carbonyl]-4- fluorophenyl] methyl} -2H -phthalazin-1-one,O=C(/C=C/c1ccco1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,'=',113.71,µM,,SSCFQAZCAIMRLN-CSKARUKUSA-N,486.170333,um,3.944201,0,O=C(/C=C/c1ccco1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1
31,PMID30427217,(E)-4-{[3-[4-(3-phenylacryloyl) piperazine-1-carbonyl]-4- fluorophenyl]methyl}-2H-phthalazin-1-one,O=C(/C=C/c1ccccc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,'=',52.91,µM,,BGFDEGYFOCYRTQ-ACCUITESSA-N,496.191069,um,4.276462,0,O=C(/C=C/c1ccccc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1
32,PMID30410615,1-(23-Difluorobenzyl)-4-(67-dimethoxy-2-oxo-2H-chromen-3-ylcarbamoyl)pyridinium bromide,COc1cc2cc(NC(=O)c3cc[n+](Cc4cccc(F)c4F)cc3)c(=O)oc2cc1OC,'=',1.53,nM,,UQLIMFQYFXMFBJ-UHFFFAOYSA-O,453.125655,nm,8.815309,1,COc1cc2cc(NC(=O)c3cc[n+](Cc4cccc(F)c4F)cc3)c(=O)oc2cc1OC
33,PMID30410615,1-(26-Difluorobenzyl)-4-(67-dimethoxy-2-oxo-2H-chromen-3-ylcarbamoyl)pyridinium bromide,COc1cc2cc(NC(=O)c3cc[n+](Cc4c(F)cccc4F)cc3)c(=O)oc2cc1OC,'=',2.43,nM,,DTIZQMTZXXPDAO-UHFFFAOYSA-O,453.125655,nm,8.614394,1,COc1cc2cc(NC(=O)c3cc[n+](Cc4c(F)cccc4F)cc3)c(=O)oc2cc1OC
34,PMID30410615,1-(2-Chlorobenzyl)-4-(67-dimethoxy-2-oxo-2H-chromen-3-ylcarbamoyl)pyridinium bromide,COc1cc2cc(NC(=O)c3cc[n+](Cc4ccccc4Cl)cc3)c(=O)oc2cc1OC,'=',6.03,nM,,ONLKVKXKHUQBKI-UHFFFAOYSA-O,451.105526,nm,8.219683,1,COc1cc2cc(NC(=O)c3cc[n+](Cc4ccccc4Cl)cc3)c(=O)oc2cc1OC
35,PMID30410615,1-(2-Fluorobenzyl)-4-(67-dimethoxy-2-oxo-2H-chromen-3-ylcarbamoyl)pyridinium bromide,COc1cc2cc(NC(=O)c3cc[n+](Cc4ccccc4F)cc3)c(=O)oc2cc1OC,'=',3.05,nM,,ZAASUUCKCNQHKL-UHFFFAOYSA-O,435.135076,nm,8.5157,1,COc1cc2cc(NC(=O)c3cc[n+](Cc4ccccc4F)cc3)c(=O)oc2cc1OC
36,PMID30410615,1-(3-Chlorobenzyl)-4-(67-dimethoxy-2-oxo-2H-chromen-3-ylcarbamoyl)pyridinium bromide,COc1cc2cc(NC(=O)c3cc[n+](Cc4cccc(Cl)c4)cc3)c(=O)oc2cc1OC,'=',11.47,nM,,GTYRSOYHIGJAPC-UHFFFAOYSA-O,451.105526,nm,7.940437,1,COc1cc2cc(NC(=O)c3cc[n+](Cc4cccc(Cl)c4)cc3)c(=O)oc2cc1OC
37,PMID30410615,1-(3-Fluorobenzyl)-4-(67-dimethoxy-2-oxo-2H-chromen-3-ylcarbamoyl)pyridinium bromide,COc1cc2cc(NC(=O)c3cc[n+](Cc4cccc(F)c4)cc3)c(=O)oc2cc1OC,'=',5.04,nM,,HKTFYHXXQKQDAY-UHFFFAOYSA-O,435.135076,nm,8.297569,1,COc1cc2cc(NC(=O)c3cc[n+](Cc4cccc(F)c4)cc3)c(=O)oc2cc1OC
38,PMID30410615,1-(4-Chlorobenzyl)-4-(67-dimethoxy-2-oxo-2H-chromen-3-ylcarbamoyl)pyridinium bromide,COc1cc2cc(NC(=O)c3cc[n+](Cc4ccc(Cl)cc4)cc3)c(=O)oc2cc1OC,'=',293.17,nM,,JHMWFFHHPJWGNN-UHFFFAOYSA-O,451.105526,nm,6.53288,1,COc1cc2cc(NC(=O)c3cc[n+](Cc4ccc(Cl)cc4)cc3)c(=O)oc2cc1OC
39,PMID30410615,1-(4-Fluorobenzyl)-4-(67-dimethoxy-2-oxo-2H-chromen-3-ylcarbamoyl)pyridinium bromide,COc1cc2cc(NC(=O)c3cc[n+](Cc4ccc(F)cc4)cc3)c(=O)oc2cc1OC,'=',5.31,nM,,FDCWNMRKOLSJPE-UHFFFAOYSA-O,435.135076,nm,8.274905,1,COc1cc2cc(NC(=O)c3cc[n+](Cc4ccc(F)cc4)cc3)c(=O)oc2cc1OC
40,PMID29304179,133-trimethyl-2-oxabicyclo[2.2.2]octane,CC12CCC(CC1)C(C)(C)O2,'=',35.2,µg/mL,,WEEGYLXZBRQIMU-UHFFFAOYSA-N,154.135765,ug/ml,3.641361,0,CC12CCC(CC1)C(C)(C)O2
41,PMID30890752,1-[37-Bis(dimethylamino)-10-phenothiazinyl]-3-(3-ethyl-2349-tetrahydro-1H-39-diazafluoren-9-yl)-1-propanone trihydrochloride,CCN1CCc2c(c3ccccc3n2CCC(=O)N2c3ccc(N(C)C)cc3Sc3cc(N(C)C)ccc32)C1,'=',0.67,µM,,ZROLWSKEMTZKCM-UHFFFAOYSA-N,539.271882,um,6.173925,1,CCN1CCc2c(c3ccccc3n2CCC(=O)N2c3ccc(N(C)C)cc3Sc3cc(N(C)C)ccc32)C1
42,PMID30890752,1-[37-Bis(dimethylamino)-10-phenothiazinyl]-3-(3-ethyl-6-methyl-2349-tetrahydro-1H-39-diazafluoren-9-yl)-1-propanone trihydrochloride,CCN1CCc2c(c3cc(C)ccc3n2CCC(=O)N2c3ccc(N(C)C)cc3Sc3cc(N(C)C)ccc32)C1,'=',0.65,µM,,UPSDLJSVYVBXOG-UHFFFAOYSA-N,553.287532,um,6.187087,1,CCN1CCc2c(c3cc(C)ccc3n2CCC(=O)N2c3ccc(N(C)C)cc3Sc3cc(N(C)C)ccc32)C1
43,PMID30890752,1-[37-Bis(dimethylamino)-10-phenothiazinyl]-3-(3-isopropyl-6-methyl-2349-tetrahydro-1H-39-diazafluoren-9-yl)-1-propanone trihydrochloride,Cc1ccc2c(c1)c1c(n2CCC(=O)N2c3ccc(N(C)C)cc3Sc3cc(N(C)C)ccc32)CCN(C(C)C)C1,'=',1.07,µM,,XITGFQCVBFFEAZ-UHFFFAOYSA-N,567.303182,um,5.970616,0,Cc1ccc2c(c1)c1c(n2CCC(=O)N2c3ccc(N(C)C)cc3Sc3cc(N(C)C)ccc32)CCN(C(C)C)C1
44,PMID30890752,1-[37-Bis(dimethylamino)-10-phenothiazinyl]-3-(3-methyl-2349-tetrahydro-1H-39-diazafluoren-9-yl)-1-propanone trihydrochloride,CN1CCc2c(c3ccccc3n2CCC(=O)N2c3ccc(N(C)C)cc3Sc3cc(N(C)C)ccc32)C1,'=',0.83,µM,,MXXYTIDBZKJPKY-UHFFFAOYSA-N,525.256232,um,6.080922,1,CN1CCc2c(c3ccccc3n2CCC(=O)N2c3ccc(N(C)C)cc3Sc3cc(N(C)C)ccc32)C1
45,PMID30890752,1-[37-Bis(dimethylamino)-10-phenothiazinyl]-3-(3-methyl-6-methyl-2349-tetrahydro-1H-39-diazafluoren-9-yl)-1-propanone trihydrochloride,Cc1ccc2c(c1)c1c(n2CCC(=O)N2c3ccc(N(C)C)cc3Sc3cc(N(C)C)ccc32)CCN(C)C1,'=',1.47,µM,,WCXVDVAWYLXWCB-UHFFFAOYSA-N,539.271882,um,5.832683,0,Cc1ccc2c(c1)c1c(n2CCC(=O)N2c3ccc(N(C)C)cc3Sc3cc(N(C)C)ccc32)CCN(C)C1
46,PMID30890752,1-[37-Bis(dimethylamino)-10-phenothiazinyl]-3-(6-fluoro-3-methyl-2349-tetrahydro-1H-39-diazafluoren-9-yl)-1-propanone trihydrochloride,CN1CCc2c(c3cc(F)ccc3n2CCC(=O)N2c3ccc(N(C)C)cc3Sc3cc(N(C)C)ccc32)C1,'=',2.09,µM,,DEGLESUPMGUXON-UHFFFAOYSA-N,543.24681,um,5.679854,0,CN1CCc2c(c3cc(F)ccc3n2CCC(=O)N2c3ccc(N(C)C)cc3Sc3cc(N(C)C)ccc32)C1
47,PMID30890752,1-[37-Bis(dimethylamino)-10-phenothiazinyl]-3-(6-methyl-3-propyl-2349-tetrahydro-1H-39-diazafluoren-9-yl)-1-propanone trihydrochloride,CCCN1CCc2c(c3cc(C)ccc3n2CCC(=O)N2c3ccc(N(C)C)cc3Sc3cc(N(C)C)ccc32)C1,'=',0.8,µM,,WUXBZICVGSLYNG-UHFFFAOYSA-N,567.303182,um,6.09691,1,CCCN1CCc2c(c3cc(C)ccc3n2CCC(=O)N2c3ccc(N(C)C)cc3Sc3cc(N(C)C)ccc32)C1
48,PMID30621344,10-Amino-26-dibenzyl-47-dioxo-36-diazadecanoic acid,NCCCC(=O)N(CC(=O)NC(Cc1ccccc1)C(=O)O)Cc1ccccc1,'=',3.67,µM,,QOUYJPYATUZPAT-UHFFFAOYSA-N,397.200156,um,5.435334,0,NCCCC(=O)N(CC(=O)NC(Cc1ccccc1)C(=O)O)Cc1ccccc1
49,PMID30621344,11-Amino-26-dibenzyl-47-dioxo-36-diazaundecanoic acid,NCCCCC(=O)N(CC(=O)NC(Cc1ccccc1)C(=O)O)Cc1ccccc1,'=',12.56,µM,,GOHZVGCQCLAZJD-UHFFFAOYSA-N,411.215806,um,4.90101,0,NCCCCC(=O)N(CC(=O)NC(Cc1ccccc1)C(=O)O)Cc1ccccc1
51,PMID30410615,1-Benzyl-4-((67-dimethoxy-2-oxo-2H-chromen-3-ylcarbamoyl)methyl)pyridinium bromide,COc1cc2cc(NC(=O)Cc3cc[n+](Cc4ccccc4)cc3)c(=O)oc2cc1OC,'=',1087.7,nM,,TVOWYYHHHWDYIO-UHFFFAOYSA-O,431.160148,nm,5.963491,0,COc1cc2cc(NC(=O)Cc3cc[n+](Cc4ccccc4)cc3)c(=O)oc2cc1OC
52,PMID30410615,1-Benzyl-4-(2-oxo-2H-chromen-3-ylcarbamoyl)pyridinium bromide,O=C(Nc1cc2ccccc2oc1=O)c1cc[n+](Cc2ccccc2)cc1,'=',71.88,nM,,FVNWVROJIYNAHF-UHFFFAOYSA-O,357.123369,nm,7.143392,1,O=C(Nc1cc2ccccc2oc1=O)c1cc[n+](Cc2ccccc2)cc1
53,PMID30410615,1-Benzyl-4-(67-dimethoxy-2-oxo-2H-chromen-3-ylcarbamoyl)pyridinium bromide,O=C(Cc1cc[n+](Cc2ccccc2)cc1)Nc1cc2ccccc2oc1=O,'=',12.48,nM,,CLYWUNJKOWFJRE-UHFFFAOYSA-O,371.139019,nm,7.903785,1,O=C(Cc1cc[n+](Cc2ccccc2)cc1)Nc1cc2ccccc2oc1=O
54,PMID30700752,2-([11′-biphenyl]-4-yl)-6-methylimidazo[12-a]pyridine,Cc1ccc2nc(-c3ccc(-c4ccccc4)cc3)cn2c1,'=',79,µM,,NEFHGQHEGWHLQX-UHFFFAOYSA-N,284.131349,um,4.102373,0,Cc1ccc2nc(-c3ccc(-c4ccccc4)cc3)cn2c1
55,PMID30700752,2-([11′-biphenyl]-4-yl)-8-chloroimidazo[12-a]pyridine,Clc1cccn2cc(-c3ccc(-c4ccccc4)cc3)nc12,'=',253,µM,,GJRYQMHOUYFRGH-UHFFFAOYSA-N,304.076726,um,3.596879,0,Clc1cccn2cc(-c3ccc(-c4ccccc4)cc3)nc12
56,PMID30700752,2-([11′-biphenyl]-4-yl)-8-methylimidazo[12-a]pyridine,Cc1cccn2cc(-c3ccc(-c4ccccc4)cc3)nc12,'=',288,µM,,YNRBJGWKZRUBCX-UHFFFAOYSA-N,284.131349,um,3.540608,0,Cc1cccn2cc(-c3ccc(-c4ccccc4)cc3)nc12
57,PMID30700752,2-([11′-biphenyl]-4-yl)imidazo[12-a]pyridine,c1ccc(-c2ccc(-c3cn4ccccc4n3)cc2)cc1,'=',208,µM,,TUKLCPMARFSNQI-UHFFFAOYSA-N,270.115698,um,3.681937,0,c1ccc(-c2ccc(-c3cn4ccccc4n3)cc2)cc1
58,PMID30134630,2-(25-Dibromophenyl)-N-(7-((1234-tetrahydroacridin-9-yl)amino)heptyl)acetamide (12g).,O=C(Cc1cc(Br)ccc1Br)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,'=',0.696,µM,,JNFVRUIHBNYHQV-UHFFFAOYSA-N,585.099037,um,6.157391,1,O=C(Cc1cc(Br)ccc1Br)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2
